Service Request Description,Department,Method Received,Created Date,Block,Street,Ward
Garbage Not Collected,Environmental Services,Phone,9/7/2016 8:58,21##,SPRING GARDEN,WARD 1
Garbage Not Collected,Environmental Services,Phone,9/7/2016 9:03,4##,HALL,WARD 4
Building Conditions,Inspections,Phone,9/7/2016 9:06,10##,WINDSOR,WARD 3
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,9/7/2016 9:16,27##,MEADOWBROOK,WARD 8
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,9/7/2016 9:22,14##,FELIX,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,9/7/2016 9:29,9##,DROUILLARD,WARD 5
Building/Land - Improper Use,Inspections,Phone,9/7/2016 9:32,32##,MCKAY,WARD 1
Dirty Yard,Bylaw Enforcement,Phone,9/7/2016 9:32,18##,CADILLAC,WARD 5
Sidewalk Construction & Repair,Maintenance,Phone,9/7/2016 9:37,6##,PARTINGTON,WARD 2
3-Day Parking Infraction,Parking Enforcement,Phone,9/7/2016 9:37,12##,MONMOUTH,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,9/7/2016 9:38,11##,BELLEPERCHE,WARD 6
Tree Request,Forestry and Horticulture,Phone,9/7/2016 9:47,3##,WATSON,WARD 6
Garbage Not Collected,Environmental Services,Phone,9/7/2016 9:50,11##,LOUIS,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,9/7/2016 9:58,11##,UNIVERSITY,WARD 3
Dirty Yard,Bylaw Enforcement,Phone,9/7/2016 10:12,5##,TOURNIER,WARD 2
Tree Request,Forestry and Horticulture,Phone,9/7/2016 10:12,19##,GLENDALE,WARD 8
Tree Request,Forestry and Horticulture,Phone,9/7/2016 10:14,15##,BERNARD,WARD 5
Fence & Hedge,Inspections,Phone,9/7/2016 10:25,10##,ST LOUIS,WARD 6
Tree Request,Forestry and Horticulture,Phone,9/7/2016 10:26,13##,PARENT,WARD 4
Garbage Preparation,Bylaw Enforcement,Phone,9/7/2016 10:28,7##,CHURCH,WARD 3
Pothole,Maintenance,Phone,9/7/2016 10:55,12##,ISABELLE,WARD 6
Property Flooding / Grading,Inspections,Phone,9/7/2016 10:59,12##,ISABELLE,WARD 6
Sidewalk Construction & Repair,Maintenance,Phone,9/7/2016 11:00,8##,MATTHEW BRADY,WARD 6
Sewer Maintenance,Maintenance,Phone,9/7/2016 11:07,31##,WOODLAWN,WARD 9
Building Conditions,Inspections,Phone,9/7/2016 11:09,22##,LAMONT,WARD 1
Parking Meter,Traffic Operations,Phone,9/7/2016 11:14,14##,OTTAWA,WARD 4
Public Property Obstructions,Infrastructure Coordination and Development,Phone,9/7/2016 11:16,16##,PIERRE,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,9/7/2016 11:17,10##,WATSON,WARD 6
Garbage Preparation,Bylaw Enforcement,E-Mail,9/7/2016 11:17,33##,SANDWICH,WARD 2
Garbage Preparation,Bylaw Enforcement,E-Mail,9/7/2016 11:17,34##,SANDWICH,WARD 2
Downspout Disconnect,Contracts and Field Services,Phone,9/7/2016 11:22,31##,MCKAY,WARD 1
Tree Request,Forestry and Horticulture,Phone,9/7/2016 11:26,994##,LITTLE RIVER,WARD 7
Building Conditions,Inspections,Phone,9/7/2016 11:28,16##,OUELLETTE,WARD 3
Building/Land - Improper Use,Inspections,Phone,9/7/2016 11:30,3##,RANKIN,WARD 2
Garbage Not Collected,Environmental Services,Phone,9/7/2016 11:38,11##,HOWARD,WARD 3
Tree Request,Forestry and Horticulture,Phone,9/7/2016 11:49,946##,RIVERSIDE,WARD 7
Dog Complaint - Humane Society,Humane Society,Phone,9/7/2016 11:51,55##,LASSALINE,WARD 8
Public Property Obstructions,Infrastructure Coordination and Development,Phone,9/7/2016 11:53,16##,GREENVIEW,WARD 2
Pothole,Maintenance,Phone,9/7/2016 12:00, ,TROUP CRES & MULBERRY RD,WARD 7
Garbage Not Collected,Environmental Services,Phone,9/7/2016 12:06,7##,MARENTETTE,WARD 4
Yard Waste Not Collected,Environmental Services,Phone,9/7/2016 12:12,22##,RIVERSIDE,WARD 2
Garbage Not Collected,Environmental Services,Phone,9/7/2016 12:19,8##,BRUCE,WARD 3
Dirty Yard,Bylaw Enforcement,Phone,9/7/2016 12:20,31##,EVERTS,WARD 1
Garbage Preparation,Bylaw Enforcement,Phone,9/7/2016 12:22,3##,BRUCE,WARD 3
Garbage Preparation,Bylaw Enforcement,Phone,9/7/2016 12:23,3##,BRUCE,WARD 3
Tree Request,Forestry and Horticulture,Phone,9/7/2016 12:32,21##,VERCHERES,WARD 2
Building/Land - Improper Use,Inspections,Phone,9/7/2016 12:33,93##,ESPLANADE,WARD 7
Tree Request,Forestry and Horticulture,Phone,9/7/2016 12:33,4##,PARENT,WARD 4
Garbage Not Collected,Environmental Services,Phone,9/7/2016 12:42,13##,ERIE,WARD 4
Recycling Not Collected,Environmental Services,Phone,9/7/2016 12:43, ,SUMMER,WARD 1
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,9/7/2016 12:53,6##,RANKIN,WARD 2
Yard Waste Not Collected,Environmental Services,Phone,9/7/2016 12:58,10##,DOT,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,9/7/2016 13:00,16##,ELSMERE,WARD 4
Dead Animal Removal,Environmental Services,Text,9/7/2016 13:03, ,GRAND BLVD & LLOYD GEORGE BLVD,WARD 8
Rodent Extermination,Environmental Services,Phone,9/7/2016 13:10,15##,GLADSTONE,WARD 4
Garbage Not Collected,Environmental Services,Phone,9/7/2016 13:10,33##,DEVON,WARD 9
Street Sweeping,Environmental Services,Phone,9/7/2016 13:22,86##,DARLINGTON,WARD 6
Dirty Yard,Bylaw Enforcement,Phone,9/7/2016 13:24,29##,NORTHWAY,WARD 10
Tree Request,Forestry and Horticulture,Phone,9/7/2016 13:26,100##,ASPEN,WARD 7
Garbage Not Collected,Environmental Services,Phone,9/7/2016 13:26,15##,BRUCE,WARD 3
Yard Waste Not Collected,Environmental Services,Phone,9/7/2016 13:39,38##,MONTCALM,WARD 2
Garbage Not Collected,Environmental Services,Phone,9/7/2016 13:50,7##,STANLEY,WARD 10
Garbage Not Collected,Environmental Services,Phone,9/7/2016 13:56,14##,MOY,WARD 4
Noise,Bylaw Enforcement,E-Mail,9/7/2016 14:00,26##,CLEMENCEAU,WARD 8
Building/Land - Improper Use,Inspections,Phone,9/7/2016 14:09,24##,EVERTS,WARD 10
Sidewalk Construction & Repair,Maintenance,Web Intake,9/7/2016 14:12, , ,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,9/7/2016 14:18,15##,CENTRAL,WARD 5
Garbage Not Collected,Environmental Services,Phone,9/7/2016 14:26,15##,BRUCE,WARD 3
Dirty Yard,Bylaw Enforcement,Phone,9/7/2016 14:31,12##,FELIX,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,9/7/2016 14:31,12##,FELIX,WARD 2
Keeping of Animals,Bylaw Enforcement,Phone,9/7/2016 14:33,10##,WELLINGTON,WARD 3
3-Day Parking Infraction,Parking Enforcement,Web Intake,9/7/2016 14:36, , ,WARD 4
Yard Waste Not Collected,Environmental Services,Phone,9/7/2016 14:40,2##,CALIFORNIA,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,9/7/2016 14:43,9##,MARION,WARD 4
Tree Request,Forestry and Horticulture,Phone,9/7/2016 14:45,55##,ROSE,WARD 8
Swimming Pool,Inspections,Phone,9/7/2016 14:55,56##,RIVERSIDE,WARD 6
Tree Request,Forestry and Horticulture,Phone,9/7/2016 15:05,10##,HARRISON,WARD 2
Sewer Maintenance,Maintenance,Phone,9/7/2016 15:14, ,NORFOLK ST & MORRIS DR,WARD 1
Tree Request,Forestry and Horticulture,Phone,9/7/2016 15:15,111##,SHAMROCK,WARD 7
Dirty Yard,Bylaw Enforcement,Phone,9/7/2016 15:17,3##,CAMERON,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,9/7/2016 15:20,12##,UNIVERSITY,WARD 2
Yard Waste Not Collected,Environmental Services,Phone,9/7/2016 15:24,11##,MCKAY,WARD 2
Sewer Maintenance,Maintenance,Phone,9/7/2016 15:27,41##,LONGFELLOW,WARD 1
Graffiti,Parks Operations,Phone,9/7/2016 15:38,8##,ERIE,WARD 4
Garbage Not Collected,Environmental Services,Phone,9/7/2016 15:39,15##,GLADSTONE,WARD 4
Tree Request,Forestry and Horticulture,Phone,9/7/2016 15:43,10##,MOY,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,9/7/2016 15:43,13##,LINCOLN,WARD 4
Parking Meter,Traffic Operations,Phone,9/7/2016 15:45,18##,WYANDOTTE,WARD 4
Tree Request,Forestry and Horticulture,Phone,9/7/2016 15:49,10##,MOY,WARD 4
Downspout Disconnect,Contracts and Field Services,Phone,9/7/2016 15:51,33##,WILDWOOD,WARD 7
Dirty Yard,Bylaw Enforcement,Phone,9/7/2016 15:57,973##,NORTHWOOD,WARD 10
Building/Land - Improper Use,Inspections,Phone,9/7/2016 16:01,26##,PARENT,WARD 10
Garbage Not Collected,Environmental Services,Phone,9/7/2016 16:09,14##,ASKIN,WARD 10
Tree Request,Forestry and Horticulture,Phone,9/7/2016 16:11,32##,TURNER,WARD 9
Tree Request,Forestry and Horticulture,Phone,9/7/2016 16:15,10##,MOY,WARD 4
Road Clean-Up Request,Environmental Services,Phone,9/7/2016 16:17,23##,LILLIAN,WARD 4
Tree Request,Forestry and Horticulture,Phone,9/7/2016 16:22,87##,MCHUGH,WARD 6
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,9/7/2016 16:23,13##,BRUCE,WARD 3
Dirty Yard,Bylaw Enforcement,Phone,9/7/2016 16:39,12##,SOUTHDALE,WARD 10
Garbage Not Collected,Environmental Services,Phone,9/7/2016 16:42,6##,CARON,WARD 3
3-Day Parking Infraction,Parking Enforcement,Phone,9/7/2016 16:46,26##,GEORGE,WARD 5
Dirty Yard,Bylaw Enforcement,Phone,9/7/2016 16:47,13##,LANGLOIS,WARD 4
Dirty Yard,Bylaw Enforcement,Web Intake,9/7/2016 16:50, , ,WARD 5
Tree Request,Forestry and Horticulture,Phone,9/7/2016 16:59,991##,RIVERSIDE,WARD 2
Garbage Not Collected,Environmental Services,Phone,9/7/2016 17:00,12##,CABANA,WARD 1
Tree Request,Forestry and Horticulture,Phone,9/7/2016 17:02,991##,RIVERSIDE,WARD 2
Garbage Not Collected,Environmental Services,Phone,9/7/2016 17:02,13##,PARENT,WARD 4
Garbage Not Collected,Environmental Services,Phone,9/7/2016 17:22,13##,ERIE,WARD 4
Noise,Bylaw Enforcement,Phone,9/7/2016 17:26,3##,CHIPPAWA,WARD 2
3-Day Parking Infraction,Parking Enforcement,Phone,9/7/2016 17:34,8##,HALL,WARD 4
Garbage Not Collected,Environmental Services,Phone,9/7/2016 17:38,11##,JANETTE,WARD 3
Yard Waste Not Collected,Environmental Services,Phone,9/7/2016 17:57,21##,MARK,WARD 10
Garbage Not Collected,Environmental Services,Phone,9/7/2016 18:51,13##,LANGLOIS,WARD 4
Road Clean-Up Request,Environmental Services,Phone,9/7/2016 18:55, ,LAUZON PKY & EC ROW OFF RAMP W,WARD 8
Alley Maintenance,Maintenance,Web Intake,9/7/2016 22:46, , , 
3-Day Parking Infraction,Parking Enforcement,Phone,9/8/2016 7:10,13##,COTTAGE,WARD 6
Alley Maintenance,Maintenance,Web Intake,9/8/2016 7:13, , ,WARD 3
Sewer Project Restoration,Contracts and Field Services,Phone,9/8/2016 7:25,3##,ST JOHN,WARD 6
Tree Request,Forestry and Horticulture,Phone,9/8/2016 7:36,15##,LANGLOIS,WARD 4
Recycling Not Collected,Environmental Services,Phone,9/8/2016 7:55,16##,PROVINCIAL,WARD 9
Dead Animal Removal,Environmental Services,Phone,9/8/2016 8:12, ,WYANDOTTE ST E & VERNON CRES,WARD 6
Garbage Not Collected,Environmental Services,Phone,9/8/2016 8:21,2##,BUCKINGHAM,WARD 6
Dirty Yard,Bylaw Enforcement,Phone,9/8/2016 8:38,14##,ELSMERE,WARD 4
Garbage Not Collected,Environmental Services,Phone,9/8/2016 8:40,32##,WALKER,WARD 9
Sewer Maintenance,Maintenance,Phone,9/8/2016 8:52,26##,JACOB,WARD 10
Yard Waste Not Collected,Environmental Services,Phone,9/8/2016 8:56,16##,PRINCE,WARD 2
Sidewalk Construction & Repair,Maintenance,Phone,9/8/2016 9:02,23##,KILDARE,WARD 4
Yard Waste Not Collected,Environmental Services,Phone,9/8/2016 9:05,22##,NORTHWAY,WARD 10
Sewer Maintenance,Maintenance,Phone,9/8/2016 9:07,2##,GERALDINE,WARD 9
Tree Request,Forestry and Horticulture,Phone,9/8/2016 9:12,2##,THOMPSON,WARD 6
Garbage Not Collected,Environmental Services,Phone,9/8/2016 9:21,12##,MONMOUTH,WARD 4
Tree Request,Forestry and Horticulture,Phone,9/8/2016 9:22,33##,AVONDALE,WARD 1
Yard Waste Not Collected,Environmental Services,Phone,9/8/2016 9:23,15##,PELISSIER,WARD 3
Dirty Yard,Bylaw Enforcement,Phone,9/8/2016 9:25,7##,ST ANTOINE,WARD 2
Yard Waste Not Collected,Environmental Services,Phone,9/8/2016 9:26,31##,RIBERDY,WARD 9
Dirty Yard,Bylaw Enforcement,Phone,9/8/2016 9:33, ,CHATHAM,WARD 3
Yard Waste Not Collected,Environmental Services,Phone,9/8/2016 9:37,12##,CALIFORNIA,WARD 2
Downspout Disconnect,Contracts and Field Services,Phone,9/8/2016 9:41,27##,WESTMINSTER,WARD 8
Sewer Maintenance,Maintenance,Phone,9/8/2016 9:47,15##,YPRES,WARD 4
Tree Request,Forestry and Horticulture,Phone,9/8/2016 9:49,24##,LINCOLN,WARD 4
Garbage Not Collected,Environmental Services,Phone,9/8/2016 9:50,5##,PINE,WARD 3
Rodent Extermination,Environmental Services,Phone,9/8/2016 9:51,9##,FORD,WARD 6
Sewer Project Restoration,Contracts and Field Services,Phone,9/8/2016 9:57,72##,ST ROSE,WARD 6
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,9/8/2016 10:00,16##,HALL,WARD 4
Litter Bin - Request New,Environmental Services,Phone,9/8/2016 10:10, , , 
Litter Bin - Request New,Environmental Services,Phone,9/8/2016 10:12, , , 
Dirty Yard,Bylaw Enforcement,Web Intake,9/8/2016 10:12, , ,WARD 2
Dirty Yard,Bylaw Enforcement,Web Intake,9/8/2016 10:13, , ,WARD 2
Garbage Not Collected,Environmental Services,Phone,9/8/2016 10:17,22##,EVERTS,WARD 10
Keeping of Animals,Bylaw Enforcement,Phone,9/8/2016 10:22,14##,CURRY,WARD 10
Tree Request,Forestry and Horticulture,E-Mail,9/8/2016 10:24,26##,RANDOLPH,WARD 10
Tree Request,Forestry and Horticulture,E-Mail,9/8/2016 10:24,26##,RANDOLPH,WARD 10
Tree Request,Forestry and Horticulture,Phone,9/8/2016 10:28,7##,BEDFORD,WARD 9
Dirty Yard,Bylaw Enforcement,Phone,9/8/2016 10:31,13##,MCKAY,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,9/8/2016 10:32,13##,PIERRE,WARD 4
Sidewalk Construction & Repair,Maintenance,Phone,9/8/2016 10:44,15##,BETTS,WARD 10
Sewer Maintenance,Maintenance,Phone,9/8/2016 10:53,23##,JANETTE,WARD 3
Building Conditions,Inspections,Phone,9/8/2016 11:03,4##,JANETTE,WARD 3
Tree Request,Forestry and Horticulture,Phone,9/8/2016 11:17,31##,SANDWICH,WARD 2
Tree Request,Forestry and Horticulture,Phone,9/8/2016 11:19,18##,MALTA,WARD 5
Building Conditions,Inspections,Phone,9/8/2016 11:21,2##,MARENTETTE,WARD 4
Yard Waste Not Collected,Environmental Services,E-Mail,9/8/2016 11:24,9##,CURRY,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,9/8/2016 11:42,985##,TECUMSEH,WARD 2
Downspout Disconnect,Contracts and Field Services,Phone,9/8/2016 11:46,80##,HAWTHORNE,WARD 8
Tree Request,Forestry and Horticulture,Phone,9/8/2016 11:50,80##,HAWTHORNE,WARD 8
Tree Request,Forestry and Horticulture,Phone,9/8/2016 11:53,12##,LINCOLN,WARD 4
Garbage Not Collected,Environmental Services,Phone,9/8/2016 11:59,47##,WYANDOTTE,WARD 6
3-Day Parking Infraction,Parking Enforcement,Phone,9/8/2016 12:00,40##,MANZANILLO,WARD 9
Building/Land - Improper Use,Inspections,Phone,9/8/2016 12:17,8##,OUELLETTE,WARD 3
Pothole,Maintenance,Phone,9/8/2016 12:20,12##,MCEWAN,WARD 2
3-Day Parking Infraction,Parking Enforcement,Web Intake,9/8/2016 12:27, , , 
Property Flooding / Grading,Inspections,Phone,9/8/2016 12:29,15##,PELISSIER,WARD 3
Rodent Extermination,Environmental Services,Phone,9/8/2016 12:35,5##,CAMPBELL,WARD 2
Dog Complaint - Humane Society,Humane Society,Phone,9/8/2016 12:41,12##,DROUILLARD,WARD 5
Dirty Yard,Bylaw Enforcement,Phone,9/8/2016 12:42,6##,PICHE,WARD 2
Tree Request,Forestry and Horticulture,Phone,9/8/2016 12:42,16##,ARTHUR,WARD 5
Dead Animal Removal,Environmental Services,Phone,9/8/2016 12:45,31##,WYANDOTTE,WARD 2
Garbage Not Collected,Environmental Services,Phone,9/8/2016 12:46,13##,GLADSTONE,WARD 4
Tree Request,Forestry and Horticulture,Phone,9/8/2016 13:09,29##,DOMINION,WARD 10
Tree Request,Forestry and Horticulture,Phone,9/8/2016 13:20,5##,KILDARE,WARD 4
Yard Waste Not Collected,Environmental Services,Phone,9/8/2016 13:22,5##,DOUGALL,WARD 3
Fence & Hedge,Inspections,Phone,9/8/2016 13:34,35##,QUEEN,WARD 2
Fence & Hedge,Inspections,Phone,9/8/2016 13:38,35##,QUEEN,WARD 2
Tree Request,Forestry and Horticulture,Phone,9/8/2016 13:43,32##,42,WARD 9
Sidewalk Construction & Repair,Maintenance,Phone,9/8/2016 13:49,4##,CLINTON,WARD 3
Sewer Maintenance,Maintenance,Phone,9/8/2016 13:52,18##,OLIVE,WARD 8
Public Property Obstructions,Infrastructure Coordination and Development,Phone,9/8/2016 14:22,10##,ALBERT,WARD 5
Public Property Obstructions,Infrastructure Coordination and Development,Phone,9/8/2016 14:24,35##,CARIBOU,WARD 9
Tree Request,Forestry and Horticulture,Phone,9/8/2016 14:45,32##,CHURCH,WARD 1
Road Cave-In,Maintenance,Phone,9/8/2016 14:47,16##,NORFOLK,WARD 1
Yard Waste Not Collected,Environmental Services,Phone,9/8/2016 14:47,9##,CURRY,WARD 2
Tree Request,Forestry and Horticulture,Phone,9/8/2016 14:49,13##,GEORGE,WARD 5
Dirty Yard,Bylaw Enforcement,Phone,9/8/2016 14:49,24##,RIVARD,WARD 8
Tree Request,Forestry and Horticulture,Phone,9/8/2016 14:54,33##,TURNER,WARD 9
Dirty Yard,Bylaw Enforcement,Phone,9/8/2016 14:59,6##,GLENGARRY,WARD 3
Tree Request,Forestry and Horticulture,Phone,9/8/2016 15:24,14##,AUBIN,WARD 5
Building Conditions,Inspections,Web Intake,9/8/2016 15:25, , ,WARD 2
Parking Meter,Traffic Operations,Phone,9/8/2016 15:30, ,OUELLETTE AVE & SHEPHERD ST E,WARD 3
Swimming Pool,Inspections,Phone,9/8/2016 15:34,3##,FRANK,WARD 6
Dirty Yard,Bylaw Enforcement,Phone,9/8/2016 15:40,13##,GEORGE,WARD 5
Dirty Yard,Bylaw Enforcement,Phone,9/8/2016 15:41,32##,LONGFELLOW,WARD 1
Garbage Not Collected,Environmental Services,Phone,9/8/2016 15:51,16##,ROSSINI,WARD 5
Tree Request,Forestry and Horticulture,Phone,9/8/2016 16:05,3##,ST PAUL,WARD 6
Sewer Maintenance,Maintenance,Phone,9/8/2016 16:08,12##,WINDERMERE,WARD 4
Recycling Not Collected,Environmental Services,Phone,9/8/2016 16:12,15##,PELISSIER,WARD 3
Yard Waste Not Collected,Environmental Services,Phone,9/8/2016 16:32,3##,CHAPPELL,WARD 2
Tree Request,Forestry and Horticulture,Phone,9/8/2016 16:37,9##,PARENT,WARD 4
Dirty Yard,Bylaw Enforcement,E-Mail,9/8/2016 16:50,10##,ST LUKE,WARD 5
Garbage Not Collected,Environmental Services,Phone,9/8/2016 17:13,16##,GEORGE,WARD 5
Garbage Not Collected,Environmental Services,Phone,9/8/2016 17:43,12##,GLADSTONE,WARD 4
Garbage Not Collected,Environmental Services,Phone,9/8/2016 17:49,14##,ERIE,WARD 4
Garbage Not Collected,Environmental Services,Phone,9/8/2016 17:51,9##,GLADSTONE,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,9/8/2016 18:02,34##,BYNG,WARD 9
Garbage Not Collected,Environmental Services,E-Mail,9/8/2016 18:05,19##,VIMY,WARD 4
Yard Waste Not Collected,Environmental Services,Phone,9/8/2016 18:53,4##,GILES,WARD 3
Building Conditions,Inspections,Phone,9/8/2016 18:59,16##,OUELLETTE,WARD 3
Yard Waste Not Collected,Environmental Services,Phone,9/9/2016 7:11,8##,GILES,WARD 4
Yard Waste Not Collected,Environmental Services,Phone,9/9/2016 7:17,9##,TECUMSEH,WARD 10
Garbage Not Collected,Environmental Services,Phone,9/9/2016 7:30,18##,JEFFERSON,WARD 8
Recycling Not Collected,Environmental Services,Phone,9/9/2016 7:30,19##,ARTHUR,WARD 5
Yard Waste Not Collected,Environmental Services,Phone,9/9/2016 8:01,12##,LINCOLN,WARD 4
Yard Waste Not Collected,Environmental Services,Phone,9/9/2016 8:05,13##,PARENT,WARD 4
Tree Request,Forestry and Horticulture,Phone,9/9/2016 8:36,22##,CHILVER,WARD 4
Building/Land - Improper Use,Inspections,Phone,9/9/2016 8:38,7##,CARON,WARD 3
Dirty Yard,Bylaw Enforcement,Phone,9/9/2016 8:39,7##,CARON,WARD 3
Keeping of Animals,Bylaw Enforcement,Phone,9/9/2016 8:41,7##,CARON,WARD 3
Tree Request,Forestry and Horticulture,Phone,9/9/2016 8:43,48##,JULIET,WARD 9
Yard Waste Not Collected,Environmental Services,Phone,9/9/2016 8:47,12##,MONMOUTH,WARD 4
Yard Waste Not Collected,Environmental Services,Phone,9/9/2016 8:52,6##,PIERRE,WARD 4
Building/Land - Improper Use,Inspections,Phone,9/9/2016 8:57,17##,ELSMERE,WARD 4
Building/Land - Improper Use,Inspections,Phone,9/9/2016 8:58,16##,ELSMERE,WARD 4
Recycling Not Collected,Environmental Services,Phone,9/9/2016 9:05,38##,TECUMSEH,WARD 5
Garbage Not Collected,Environmental Services,Phone,9/9/2016 9:10,44##,WYANDOTTE,WARD 5
Dirty Yard,Bylaw Enforcement,Web Intake,9/9/2016 9:12, , ,WARD 4
Tree Request,Forestry and Horticulture,Phone,9/9/2016 9:18,39##,MOUNT ROYAL,WARD 1
Building/Land - Improper Use,Inspections,Phone,9/9/2016 9:28,15##,TECUMSEH,WARD 2
Tree Request,Forestry and Horticulture,Phone,9/9/2016 9:28,15##,CHURCH,WARD 3
Abandoned Vehicle,Parking Enforcement,Phone,9/9/2016 9:29,14##,TECUMSEH,WARD 2
Tree Request,Forestry and Horticulture,Phone,9/9/2016 9:29,31##,HALPIN,WARD 7
Sewer Maintenance,Maintenance,Phone,9/9/2016 9:31, ,MERCER ST & TECUMSEH RD E,WARD 3
Garbage Preparation,Bylaw Enforcement,Phone,9/9/2016 9:32,9##,JEFFERSON,WARD 6
Dirty Yard,Bylaw Enforcement,Phone,9/9/2016 9:36,30##,TECUMSEH,WARD 5
Tree Request,Forestry and Horticulture,Phone,9/9/2016 9:45, ,ISACK DR & WYANDOTTE ST E,WARD 6
Garbage Not Collected,Environmental Services,Phone,9/9/2016 9:56,10##,LAKEVIEW,WARD 7
Road Clean-Up Request,Environmental Services,Phone,9/9/2016 9:57,29##,AUSTEN,WARD 8
Keeping of Animals,Bylaw Enforcement,Web Intake,9/9/2016 10:01, , ,WARD 9
Garbage Not Collected,Environmental Services,Phone,9/9/2016 10:06,19##,PILLETTE,WARD 5
Tree Request,Forestry and Horticulture,Phone,9/9/2016 10:09,10##,WHISTLER,WARD 7
Dirty Yard,Bylaw Enforcement,Phone,9/9/2016 10:09,10##,HURON CHURCH,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,9/9/2016 10:11,15##,BRUCE,WARD 3
Dirty Yard,Bylaw Enforcement,Phone,9/9/2016 10:12,1##,MCKAY,WARD 2
Tree Request,Forestry and Horticulture,Phone,9/9/2016 10:16,12##,TOURANGEAU,WARD 5
3-Day Parking Infraction,Parking Enforcement,Phone,9/9/2016 10:27,12##,LINCOLN,WARD 4
Sewer Maintenance,Maintenance,Phone,9/9/2016 10:32,4##,PARK,WARD 3
Dirty Yard,Bylaw Enforcement,Phone,9/9/2016 10:35,12##,HICKORY,WARD 5
Dirty Yard,Bylaw Enforcement,Phone,9/9/2016 10:52,2##,ELM,WARD 3
Yard Waste Not Collected,Environmental Services,Phone,9/9/2016 10:56,11##,WINDERMERE,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,9/9/2016 10:58,10##,JANETTE,WARD 3
Tree Request,Forestry and Horticulture,Phone,9/9/2016 11:25,16##,WESTCOTT,WARD 5
Dirty Yard,Bylaw Enforcement,Phone,9/9/2016 11:26,14##,PARENT,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,9/9/2016 11:29,11##,MOY,WARD 4
Public Property Obstructions,Infrastructure Coordination and Development,E-Mail,9/9/2016 11:30,36##,IRONGATE,WARD 9
Garbage Not Collected,Environmental Services,Phone,9/9/2016 11:30,3##,ST JOHN,WARD 6
Garbage Preparation,Bylaw Enforcement,Phone,9/9/2016 11:32,14##,LANGLOIS,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,9/9/2016 11:37,2##,PIERRE,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,9/9/2016 11:37,3##,MOY,WARD 4
Swimming Pool,Inspections,Phone,9/9/2016 11:45,25##,LINCOLN,WARD 4
Garbage Not Collected,Environmental Services,Phone,9/9/2016 11:54,53##,GRAND,WARD 8
Road Clean-Up Request,Environmental Services,Phone,9/9/2016 12:00,8##,ARGYLE,WARD 4
Road Maintenance,Maintenance,Phone,9/9/2016 12:05,24##,WESTMINSTER,WARD 8
Sidewalk Construction & Repair,Maintenance,Phone,9/9/2016 12:06,24##,WESTMINSTER,WARD 8
Yard Waste Not Collected,Environmental Services,Phone,9/9/2016 12:06,14##,GEORGE,WARD 5
Yard Waste Not Collected,Environmental Services,E-Mail,9/9/2016 12:08,9##,WINDERMERE,WARD 4
Building/Land - Improper Use,Inspections,Phone,9/9/2016 12:11,7##,CARON,WARD 3
Dirty Yard,Bylaw Enforcement,Phone,9/9/2016 12:13,7##,CARON,WARD 3
Road Maintenance,Maintenance,Web Intake,9/9/2016 12:14, , ,WARD 3
Recycling Not Collected,Environmental Services,Phone,9/9/2016 12:16,12##,GEORGE,WARD 5
Road Clean-Up Request,Environmental Services,Phone,9/9/2016 12:16, ,HOWARD PL & DOUGALL RAMP S,WARD 1
Sewer Maintenance,Maintenance,Phone,9/9/2016 12:25,10##,MERCER,WARD 3
Tree Request,Forestry and Horticulture,Phone,9/9/2016 12:27,8##,ROSSINI,WARD 5
Private Parking Lot,Inspections,Phone,9/9/2016 12:29,26##,SCARSDALE,WARD 7
Dirty Yard,Bylaw Enforcement,Phone,9/9/2016 12:30,997##,WYANDOTTE,WARD 7
Garbage Not Collected,Environmental Services,Phone,9/9/2016 12:39,9##,BRUCE,WARD 3
Tree Request,Forestry and Horticulture,Phone,9/9/2016 12:43,16##,CHATEAU,WARD 7
